receta_uuid,receta_titulo,ingrediente_id,ingrediente_linea,cantidad_original,cantidad_conv,unidad,ingrediente_nombre,ingrediente_linea_limpia,ingrediente_nombre_limpio,unidad_limpia
86af71e1-e16a-11ed-b0dd-a96d6180cd25,Carne Afanada Colombiana,13,Vinagre blanco 1 cucharada,,,,Vinagre blanco 1 cucharada,vinagre blanco 1 cucharada,vinagre blanco 1 cucharada,
86af71e1-e16a-11ed-b0dd-a96d6180cd25,Carne Afanada Colombiana,14,2 cucharadas de jugo de carne,2,2.0,cucharadas,jugo de carne,2 cucharadas de jugo de carne,jugo de carne,cucharada
86af71e1-e16a-11ed-b0dd-a96d6180cd25,Carne Afanada Colombiana,15,Sal y pimienta,,,,Sal y pimienta,sal y pimienta,sal y pimienta,
86af71e1-e16a-11ed-b0dd-a96d6180cd25,Carne Afanada Colombiana,16,½ cucharadita de comino molido,½,0.5,cucharadita,comino molido,1/2 cucharadita de comino molido,comino molido,cucharadita
86af71e2-e16a-11ed-b603-a96d6180cd25,Piernas de Pollo Asadas al Estilo Colombiano,1,12 muslos de pollo con piel,12,12.0,,muslos de pollo con piel,12 muslos de pollo con piel,muslos de pollo con piel,
86af71e2-e16a-11ed-b603-a96d6180cd25,Piernas de Pollo Asadas al Estilo Colombiano,2,Aceite en aerosol para cocinar el pollo,,,,Aceite en aerosol para cocinar el pollo,aceite en aerosol para cocinar el pollo,aceite en aerosol para cocinar el pollo,
86af71e2-e16a-11ed-b603-a96d6180cd25,Piernas de Pollo Asadas al Estilo Colombiano,3,5 cebollas largas picadas,5,5.0,,cebollas largas picadas,5 cebollas largas picadas,cebollas largas picadas,
86af71e2-e16a-11ed-b603-a96d6180cd25,Piernas de Pollo Asadas al Estilo Colombiano,4,3 dientes de ajo,3,3.0,dientes,ajo,3 dientes de ajo,ajo,diente
86af71e2-e16a-11ed-b603-a96d6180cd25,Piernas de Pollo Asadas al Estilo Colombiano,5,½ taza de cebolla blanca picada,½,0.5,taza,cebolla blanca picada,1/2 taza de cebolla blanca picada,cebolla blanca picada,taza
86af71e2-e16a-11ed-b603-a96d6180cd25,Piernas de Pollo Asadas al Estilo Colombiano,6,½ taza de cilantro fresco,½,0.5,taza,cilantro fresco,1/2 taza de cilantro fresco,cilantro fresco,taza
86af71e2-e16a-11ed-b603-a96d6180cd25,Piernas de Pollo Asadas al Estilo Colombiano,7,1 cucharada de tomillo fresco,1,1.0,cucharada,tomillo fresco,1 cucharada de tomillo fresco,tomillo fresco,cucharada
86af71e2-e16a-11ed-b603-a96d6180cd25,Piernas de Pollo Asadas al Estilo Colombiano,8,1 cucharada de comino molido,1,1.0,cucharada,comino molido,1 cucharada de comino molido,comino molido,cucharada
86af71e2-e16a-11ed-b603-a96d6180cd25,Piernas de Pollo Asadas al Estilo Colombiano,9,1 cucharada de pimentón,1,1.0,cucharada,pimentón,1 cucharada de pimenton,pimenton,cucharada
86af71e2-e16a-11ed-b603-a96d6180cd25,Piernas de Pollo Asadas al Estilo Colombiano,10,Sal y pimienta,,,,Sal y pimienta,sal y pimienta,sal y pimienta,
86af71e2-e16a-11ed-b603-a96d6180cd25,Piernas de Pollo Asadas al Estilo Colombiano,11,2 cucharadas de vinagre blanco,2,2.0,cucharadas,vinagre blanco,2 cucharadas de vinagre blanco,vinagre blanco,cucharada
86af71e3-e16a-11ed-ba4c-a96d6180cd25,Arroz con Coco y Lentejas,1,½ taza de lentejas,½,0.5,taza,lentejas,1/2 taza de lentejas,lentejas,taza
86af71e3-e16a-11ed-ba4c-a96d6180cd25,Arroz con Coco y Lentejas,2,1 taza de arroz,1,1.0,taza,arroz,1 taza de arroz,arroz,taza
86af71e3-e16a-11ed-ba4c-a96d6180cd25,Arroz con Coco y Lentejas,3,1 cucharada de aceite de oliva,1,1.0,cucharada,aceite de oliva,1 cucharada de aceite de oliva,aceite de oliva,cucharada
86af71e3-e16a-11ed-ba4c-a96d6180cd25,Arroz con Coco y Lentejas,4,¼ de taza de cebolla picada,¼,0.25,,de taza de cebolla picada,1/4 de taza de cebolla picada,de taza de cebolla picada,
86af71e3-e16a-11ed-ba4c-a96d6180cd25,Arroz con Coco y Lentejas,5,1 diente de ajo triturado,1,1.0,diente,ajo triturado,1 diente de ajo triturado,ajo triturado,diente
86af71e3-e16a-11ed-ba4c-a96d6180cd25,Arroz con Coco y Lentejas,6,1 hoja de laurel,1,1.0,hoja,laurel,1 hoja de laurel,laurel,hoja
86af71e3-e16a-11ed-ba4c-a96d6180cd25,Arroz con Coco y Lentejas,7,2 tazas de leche de coco,2,2.0,tazas,leche de coco,2 tazas de leche de coco,leche de coco,taza
86af71e3-e16a-11ed-ba4c-a96d6180cd25,Arroz con Coco y Lentejas,8,2 tazas de agua,2,2.0,tazas,agua,2 tazas de agua,agua,taza
86af71e3-e16a-11ed-ba4c-a96d6180cd25,Arroz con Coco y Lentejas,9,Sal al gusto,,,,Sal al gusto,sal al gusto,sal al gusto,
86af71e3-e16a-11ed-ba4c-a96d6180cd25,Arroz con Coco y Lentejas,10,Cilantro fresco para servir,,,,Cilantro fresco para servir,cilantro fresco para servir,cilantro fresco para servir,
86af71e4-e16a-11ed-a3d9-a96d6180cd25,Pollo Asado,1,1 pollo entero alrededor de 5 libras,1,1.0,,pollo entero alrededor de 5 libras,1 pollo entero alrededor de 5 libras,pollo entero alrededor de 5 libras,
86af71e4-e16a-11ed-a3d9-a96d6180cd25,Pollo Asado,2,3 cebollas largas,3,3.0,,cebollas largas,3 cebollas largas,cebollas largas,
86af71e4-e16a-11ed-a3d9-a96d6180cd25,Pollo Asado,3,1 cucharada de aceite vegetal,1,1.0,cucharada,aceite vegetal,1 cucharada de aceite vegetal,aceite vegetal,cucharada
86af71e4-e16a-11ed-a3d9-a96d6180cd25,Pollo Asado,4,3 dientes de ajo,3,3.0,dientes,ajo,3 dientes de ajo,ajo,diente
86af71e4-e16a-11ed-a3d9-a96d6180cd25,Pollo Asado,5,1 cucharada de comino molido,1,1.0,cucharada,comino molido,1 cucharada de comino molido,comino molido,cucharada
86af71e4-e16a-11ed-a3d9-a96d6180cd25,Pollo Asado,6,¼ cucharadita de orégano seco,¼,0.25,cucharadita,orégano seco,1/4 cucharadita de oregano seco,oregano seco,cucharadita
86af71e4-e16a-11ed-a3d9-a96d6180cd25,Pollo Asado,7,¼ taza de cilantro,¼,0.25,taza,cilantro,1/4 taza de cilantro,cilantro,taza
86af71e4-e16a-11ed-a3d9-a96d6180cd25,Pollo Asado,8,½ cucharadita de tomillo fresco,½,0.5,cucharadita,tomillo fresco,1/2 cucharadita de tomillo fresco,tomillo fresco,cucharadita
86af71e4-e16a-11ed-a3d9-a96d6180cd25,Pollo Asado,9,Sal y pimienta,,,,Sal y pimienta,sal y pimienta,sal y pimienta,
86af71e4-e16a-11ed-a3d9-a96d6180cd25,Pollo Asado,10,1 taza de cerveza,1,1.0,taza,cerveza,1 taza de cerveza,cerveza,taza
86af71e5-e16a-11ed-bce4-a96d6180cd25,Sudado de Albóndigas,1,½ libra carne molida de cerdo,½,0.5,libra,carne molida de cerdo,1/2 libra carne molida de cerdo,carne molida de cerdo,libra
86af71e5-e16a-11ed-bce4-a96d6180cd25,Sudado de Albóndigas,2,½ libra de carne molida de res,½,0.5,libra,carne molida de res,1/2 libra de carne molida de res,carne molida de res,libra
86af71e5-e16a-11ed-bce4-a96d6180cd25,Sudado de Albóndigas,3,4 cucharadas aliños,4,4.0,cucharadas,aliños,4 cucharadas alinos,alinos,cucharada
86af71e5-e16a-11ed-bce4-a96d6180cd25,Sudado de Albóndigas,4,Sal al gusto,,,,Sal al gusto,sal al gusto,sal al gusto,
86af71e5-e16a-11ed-bce4-a96d6180cd25,Sudado de Albóndigas,5,½ taza de harina de maíz blanco o masarepa,½,0.5,taza,harina de maíz blanco o masarepa,1/2 taza de harina de maiz blanco o masarepa,harina de maiz blanco o masarepa,taza
86af71e5-e16a-11ed-bce4-a96d6180cd25,Sudado de Albóndigas,6,½ de agua tibia,½,0.5,,de agua tibia,1/2 de agua tibia,de agua tibia,
86af71e5-e16a-11ed-bce4-a96d6180cd25,Sudado de Albóndigas,7,4 tazas de caldo de carne,4,4.0,tazas,caldo de carne,4 tazas de caldo de carne,caldo de carne,taza
86af71e5-e16a-11ed-bce4-a96d6180cd25,Sudado de Albóndigas,8,½ cucharada de sazón con azafran,½,0.5,cucharada,sazón con azafran,1/2 cucharada de sazon con azafran,sazon con azafran,cucharada
86af71e5-e16a-11ed-bce4-a96d6180cd25,Sudado de Albóndigas,9,2 papas cortadas en cuatro trozos cada una,2,2.0,,papas cortadas en cuatro trozos cada una,2 papas cortadas en cuatro trozos cada una,papas cortadas en cuatro trozos cada una,
86af71e5-e16a-11ed-bce4-a96d6180cd25,Sudado de Albóndigas,10,4 pedazos de yuca,4,4.0,,pedazos de yuca,4 pedazos de yuca,pedazos de yuca,
86af71e5-e16a-11ed-bce4-a96d6180cd25,Sudado de Albóndigas,11,1 cucharadita de cilantro fresco picado,1,1.0,cucharadita,cilantro fresco picado,1 cucharadita de cilantro fresco picado,cilantro fresco picado,cucharadita
86af71e5-e16a-11ed-bce4-a96d6180cd25,Sudado de Albóndigas,12,1 cucharada de aliños,1,1.0,cucharada,aliños,1 cucharada de alinos,alinos,cucharada
86af71e5-e16a-11ed-bce4-a96d6180cd25,Sudado de Albóndigas,13,Sal al gusto,,,,Sal al gusto,sal al gusto,sal al gusto,
86af71e6-e16a-11ed-9c8b-a96d6180cd25,Sopa de Arroz con Costilla,1,8 tazas de agua,8,8.0,tazas,agua,8 tazas de agua,agua,taza
86af71e6-e16a-11ed-9c8b-a96d6180cd25,Sopa de Arroz con Costilla,2,½ taza de salsa aliños mira la receta,½,0.5,taza,salsa aliños mira la receta,1/2 taza de salsa alinos mira la receta,salsa alinos mira la receta,taza
86af71e6-e16a-11ed-9c8b-a96d6180cd25,Sopa de Arroz con Costilla,3,2 libras de costillas de cerdo,2,2.0,libras,costillas de cerdo,2 libras de costillas de cerdo,costillas de cerdo,libras
86af71e6-e16a-11ed-9c8b-a96d6180cd25,Sopa de Arroz con Costilla,4,½ cucharadita de comino molido,½,0.5,cucharadita,comino molido,1/2 cucharadita de comino molido,comino molido,cucharadita
86af71e6-e16a-11ed-9c8b-a96d6180cd25,Sopa de Arroz con Costilla,5,1 taza de arvejas,1,1.0,taza,arvejas,1 taza de arvejas,arvejas,taza
86af71e6-e16a-11ed-9c8b-a96d6180cd25,Sopa de Arroz con Costilla,6,1 taza de zanahorias picadas,1,1.0,taza,zanahorias picadas,1 taza de zanahorias picadas,zanahorias picadas,taza
86af71e6-e16a-11ed-9c8b-a96d6180cd25,Sopa de Arroz con Costilla,7,½ taza de arroz,½,0.5,taza,arroz,1/2 taza de arroz,arroz,taza
86af71e6-e16a-11ed-9c8b-a96d6180cd25,Sopa de Arroz con Costilla,8,½ cucharadita de color o achiote,½,0.5,cucharadita,color o achiote,1/2 cucharadita de color o achiote,color o achiote,cucharadita
86af71e6-e16a-11ed-9c8b-a96d6180cd25,Sopa de Arroz con Costilla,9,Cilantro fresco para decorar,,,,Cilantro fresco para decorar,cilantro fresco para decorar,cilantro fresco para decorar,
86af71e6-e16a-11ed-9c8b-a96d6180cd25,Sopa de Arroz con Costilla,10,Aguacate para servir,,,,Aguacate para servir,aguacate para servir,aguacate para servir,
86af71e7-e16a-11ed-a87f-a96d6180cd25,Frijoles Colombianos,1,3 tazas de frijoles cargamanto o pintos,3,3.0,tazas,frijoles cargamanto o pintos,3 tazas de frijoles cargamanto o pintos,frijoles cargamanto o pintos,taza
86af71e7-e16a-11ed-a87f-a96d6180cd25,Frijoles Colombianos,2,½ libra de pezuña de cerdo,½,0.5,libra,pezuña de cerdo,1/2 libra de pezuna de cerdo,pezuna de cerdo,libra
86af71e7-e16a-11ed-a87f-a96d6180cd25,Frijoles Colombianos,3,6 tazas de agua,6,6.0,tazas,agua,6 tazas de agua,agua,taza
86af71e7-e16a-11ed-a87f-a96d6180cd25,Frijoles Colombianos,4,1 taza de zanahorias ralladas,1,1.0,taza,zanahorias ralladas,1 taza de zanahorias ralladas,zanahorias ralladas,taza
86af71e7-e16a-11ed-a87f-a96d6180cd25,Frijoles Colombianos,5,½ cucharadita de sal,½,0.5,cucharadita,sal,1/2 cucharadita de sal,sal,cucharadita
86af71e7-e16a-11ed-a87f-a96d6180cd25,Frijoles Colombianos,6,½ plátano verde cortado en trozos pequeños,½,0.5,,plátano verde cortado en trozos pequeños,1/2 platano verde cortado en trozos pequenos,platano verde cortado en trozos pequenos,
86af71e7-e16a-11ed-a87f-a96d6180cd25,Frijoles Colombianos,7,2 tazas de tomates cortados en cubitos,2,2.0,tazas,tomates cortados en cubitos,2 tazas de tomates cortados en cubitos,tomates cortados en cubitos,taza
86af71e7-e16a-11ed-a87f-a96d6180cd25,Frijoles Colombianos,8,"½ taza cebolla blanca, picada",½,0.5,taza,"cebolla blanca, picada","1/2 taza cebolla blanca, picada","cebolla blanca, picada",taza
86af71e7-e16a-11ed-a87f-a96d6180cd25,Frijoles Colombianos,9,¼ taza de cebolla larga picada,¼,0.25,taza,cebolla larga picada,1/4 taza de cebolla larga picada,cebolla larga picada,taza
86af71e7-e16a-11ed-a87f-a96d6180cd25,Frijoles Colombianos,10,3 cucharadas de aceite vegetal,3,3.0,cucharadas,aceite vegetal,3 cucharadas de aceite vegetal,aceite vegetal,cucharada
86af71e7-e16a-11ed-a87f-a96d6180cd25,Frijoles Colombianos,11,¼ de cucharadita de sal,¼,0.25,,de cucharadita de sal,1/4 de cucharadita de sal,de cucharadita de sal,
86af71e7-e16a-11ed-a87f-a96d6180cd25,Frijoles Colombianos,12,1 diente de ajo picado,1,1.0,diente,ajo picado,1 diente de ajo picado,ajo picado,diente
86af71e7-e16a-11ed-a87f-a96d6180cd25,Frijoles Colombianos,13,¼ taza de cilantro picado,¼,0.25,taza,cilantro picado,1/4 taza de cilantro picado,cilantro picado,taza
86af71e7-e16a-11ed-a87f-a96d6180cd25,Frijoles Colombianos,14,¼ cucharadita de comino molido,¼,0.25,cucharadita,comino molido,1/4 cucharadita de comino molido,comino molido,cucharadita
86af71e8-e16a-11ed-985a-a96d6180cd25,Frijoles Antioqueños,1,1 libra frijoles cargamanto secos remojados durante la noche,1,1.0,libra,frijoles cargamanto secos remojados durante la noche,1 libra frijoles cargamanto secos remojados durante la noche,frijoles cargamanto secos remojados durante la noche,libra
86af71e8-e16a-11ed-985a-a96d6180cd25,Frijoles Antioqueños,2,1 libra de pezuñas de cerdo,1,1.0,libra,pezuñas de cerdo,1 libra de pezunas de cerdo,pezunas de cerdo,libra
86af71e8-e16a-11ed-985a-a96d6180cd25,Frijoles Antioqueños,3,1 plátano verde pelado y cortado en cubitos,1,1.0,,plátano verde pelado y cortado en cubitos,1 platano verde pelado y cortado en cubitos,platano verde pelado y cortado en cubitos,
86af71e8-e16a-11ed-985a-a96d6180cd25,Frijoles Antioqueños,4,2 zanahorias grandes peladas y cortadas en trozos,2,2.0,,zanahorias grandes peladas y cortadas en trozos,2 zanahorias grandes peladas y cortadas en trozos,zanahorias grandes peladas y cortadas en trozos,
86af71e8-e16a-11ed-985a-a96d6180cd25,Frijoles Antioqueños,5,½ taza de salsa de aliños,½,0.5,taza,salsa de aliños,1/2 taza de salsa de alinos,salsa de alinos,taza
86af71e8-e16a-11ed-985a-a96d6180cd25,Frijoles Antioqueños,6,1 cucharadita de comino,1,1.0,cucharadita,comino,1 cucharadita de comino,comino,cucharadita
86af71e8-e16a-11ed-985a-a96d6180cd25,Frijoles Antioqueños,7,9 tazas de agua o más si es necesario,9,9.0,tazas,agua o más si es necesario,9 tazas de agua o mas si es necesario,agua o mas si es necesario,taza
86af71e8-e16a-11ed-985a-a96d6180cd25,Frijoles Antioqueños,8,¼ taza de cilantro fresco,¼,0.25,taza,cilantro fresco,1/4 taza de cilantro fresco,cilantro fresco,taza
86af71e8-e16a-11ed-985a-a96d6180cd25,Frijoles Antioqueños,9,1 taza de hogao salsa criolla colombiana,1,1.0,taza,hogao salsa criolla colombiana,1 taza de hogao salsa criolla colombiana,hogao salsa criolla colombiana,taza
86af71e8-e16a-11ed-985a-a96d6180cd25,Frijoles Antioqueños,10,Sal y pimienta al gusto,,,,Sal y pimienta al gusto,sal y pimienta al gusto,sal y pimienta al gusto,
86af71e9-e16a-11ed-957b-a96d6180cd25,Albóndigas Colombianas,1,½ libra carne molida de cerdo,½,0.5,libra,carne molida de cerdo,1/2 libra carne molida de cerdo,carne molida de cerdo,libra
86af71e9-e16a-11ed-957b-a96d6180cd25,Albóndigas Colombianas,2,½ libra de carne molida de res,½,0.5,libra,carne molida de res,1/2 libra de carne molida de res,carne molida de res,libra
86af71e9-e16a-11ed-957b-a96d6180cd25,Albóndigas Colombianas,3,1 huevo grande,1,1.0,,huevo grande,1 huevo grande,huevo grande,
86af71e9-e16a-11ed-957b-a96d6180cd25,Albóndigas Colombianas,4,½ cucharadita de comino molido,½,0.5,cucharadita,comino molido,1/2 cucharadita de comino molido,comino molido,cucharadita
86af71e9-e16a-11ed-957b-a96d6180cd25,Albóndigas Colombianas,5,¼ de taza de harina de maíz precocida Masarepa,¼,0.25,,de taza de harina de maíz precocida Masarepa,1/4 de taza de harina de maiz precocida masarepa,de taza de harina de maiz precocida masarepa,
86af71e9-e16a-11ed-957b-a96d6180cd25,Albóndigas Colombianas,6,1 diente de ajo picado,1,1.0,diente,ajo picado,1 diente de ajo picado,ajo picado,diente
86af71e9-e16a-11ed-957b-a96d6180cd25,Albóndigas Colombianas,7,¼ de taza de cebolla picada,¼,0.25,,de taza de cebolla picada,1/4 de taza de cebolla picada,de taza de cebolla picada,
86af71e9-e16a-11ed-957b-a96d6180cd25,Albóndigas Colombianas,8,1 cebolla verde picada,1,1.0,,cebolla verde picada,1 cebolla verde picada,cebolla verde picada,
86af71e9-e16a-11ed-957b-a96d6180cd25,Albóndigas Colombianas,9,¼ de taza de pimentón rojo,¼,0.25,,de taza de pimentón rojo,1/4 de taza de pimenton rojo,de taza de pimenton rojo,
86af71e9-e16a-11ed-957b-a96d6180cd25,Albóndigas Colombianas,10,Sal y pimienta,,,,Sal y pimienta,sal y pimienta,sal y pimienta,
86af71e9-e16a-11ed-957b-a96d6180cd25,Albóndigas Colombianas,11,2 cucharadas de aceite para cocinar a las albóndigas,2,2.0,cucharadas,aceite para cocinar a las albóndigas,2 cucharadas de aceite para cocinar a las albondigas,aceite para cocinar a las albondigas,cucharada
86af71e9-e16a-11ed-957b-a96d6180cd25,Albóndigas Colombianas,12,2 tazas de hogao,2,2.0,tazas,hogao,2 tazas de hogao,hogao,taza
86af71e9-e16a-11ed-957b-a96d6180cd25,Albóndigas Colombianas,13,2 tazas de caldo de res,2,2.0,tazas,caldo de res,2 tazas de caldo de res,caldo de res,taza
86af71e9-e16a-11ed-957b-a96d6180cd25,Albóndigas Colombianas,14,2 cucharadas de harina de trigo,2,2.0,cucharadas,harina de trigo,2 cucharadas de harina de trigo,harina de trigo,cucharada
86af71e9-e16a-11ed-957b-a96d6180cd25,Albóndigas Colombianas,15,¼ taza de cilantro fresco,¼,0.25,taza,cilantro fresco,1/4 taza de cilantro fresco,cilantro fresco,taza
86af71ea-e16a-11ed-9cd2-a96d6180cd25,Sopa de Arroz con Albóndigas,1,1 libra de carne de res molida,1,1.0,libra,carne de res molida,1 libra de carne de res molida,carne de res molida,libra
86af71ea-e16a-11ed-9cd2-a96d6180cd25,Sopa de Arroz con Albóndigas,2,½ libra de carne cerdo molida,½,0.5,libra,carne cerdo molida,1/2 libra de carne cerdo molida,carne cerdo molida,libra
86af71ea-e16a-11ed-9cd2-a96d6180cd25,Sopa de Arroz con Albóndigas,3,1 cucharadita de ajo en polvo,1,1.0,cucharadita,ajo en polvo,1 cucharadita de ajo en polvo,ajo en polvo,cucharadita
86af71ea-e16a-11ed-9cd2-a96d6180cd25,Sopa de Arroz con Albóndigas,4,1 cucharadita de cebolla en polvo,1,1.0,cucharadita,cebolla en polvo,1 cucharadita de cebolla en polvo,cebolla en polvo,cucharadita
86af71ea-e16a-11ed-9cd2-a96d6180cd25,Sopa de Arroz con Albóndigas,5,1 cucharadita de comino molido,1,1.0,cucharadita,comino molido,1 cucharadita de comino molido,comino molido,cucharadita
86af71ea-e16a-11ed-9cd2-a96d6180cd25,Sopa de Arroz con Albóndigas,6,2 huevos batidos,2,2.0,,huevos batidos,2 huevos batidos,huevos batidos,
86af71ea-e16a-11ed-9cd2-a96d6180cd25,Sopa de Arroz con Albóndigas,7,½ taza de masarepa,½,0.5,taza,masarepa,1/2 taza de masarepa,masarepa,taza
86af71ea-e16a-11ed-9cd2-a96d6180cd25,Sopa de Arroz con Albóndigas,8,¼ taza de agua tibia,¼,0.25,taza,agua tibia,1/4 taza de agua tibia,agua tibia,taza
86af71ea-e16a-11ed-9cd2-a96d6180cd25,Sopa de Arroz con Albóndigas,9,sal,,,,sal,sal,sal,
86af71ea-e16a-11ed-9cd2-a96d6180cd25,Sopa de Arroz con Albóndigas,10,½ taza de cebolla picada,½,0.5,taza,cebolla picada,1/2 taza de cebolla picada,cebolla picada,taza
86af71ea-e16a-11ed-9cd2-a96d6180cd25,Sopa de Arroz con Albóndigas,11,2 dientes de ajo picados,2,2.0,dientes,ajo picados,2 dientes de ajo picados,ajo picados,diente
86af71ea-e16a-11ed-9cd2-a96d6180cd25,Sopa de Arroz con Albóndigas,12,1 cebolla larga picada,1,1.0,,cebolla larga picada,1 cebolla larga picada,cebolla larga picada,
86af71ea-e16a-11ed-9cd2-a96d6180cd25,Sopa de Arroz con Albóndigas,13,2 to mates medianos picados,2,2.0,,to mates medianos picados,2 to mates medianos picados,to mates medianos picados,
86af71ea-e16a-11ed-9cd2-a96d6180cd25,Sopa de Arroz con Albóndigas,14,¼ taza de cilantro picado,¼,0.25,taza,cilantro picado,1/4 taza de cilantro picado,cilantro picado,taza
86af71ea-e16a-11ed-9cd2-a96d6180cd25,Sopa de Arroz con Albóndigas,15,2 cucharadas de aceite,2,2.0,cucharadas,aceite,2 cucharadas de aceite,aceite,cucharada
86af71ea-e16a-11ed-9cd2-a96d6180cd25,Sopa de Arroz con Albóndigas,16,8 tazas de agua,8,8.0,tazas,agua,8 tazas de agua,agua,taza
86af71ea-e16a-11ed-9cd2-a96d6180cd25,Sopa de Arroz con Albóndigas,17,1 tableta de caldo de carne,1,1.0,,tableta de caldo de carne,1 tableta de caldo de carne,tableta de caldo de carne,
86af71ea-e16a-11ed-9cd2-a96d6180cd25,Sopa de Arroz con Albóndigas,18,½ cucharadita de comino molido,½,0.5,cucharadita,comino molido,1/2 cucharadita de comino molido,comino molido,cucharadita
86af71ea-e16a-11ed-9cd2-a96d6180cd25,Sopa de Arroz con Albóndigas,19,½ taza de arvejas,½,0.5,taza,arvejas,1/2 taza de arvejas,arvejas,taza
